default,amount,grade,years,ownership,income,age
1,5400,2,15.0,3,60000.0,37
0,3850,0,0.0,0,170000.0,25
0,3600,1,2.0,3,20000.0,27
0,8800,0,7.0,0,67000.0,22
0,6500,0,33.0,0,33600.0,31
1,6100,0,0.0,0,50000.0,23
1,6000,1,2.0,2,35000.0,27
1,6000,2,3.0,0,43000.0,28
0,20000,2,4.0,0,62000.0,29
1,10750,0,7.0,0,42000.0,23
1,4000,1,0.0,3,22000.0,24
0,10750,1,5.0,0,38196.0,28
1,10425,1,4.0,2,60000.0,27
1,8000,0,19.0,0,87000.0,23
0,4800,0,5.0,3,30000.0,24
0,15000,0,2.0,0,85000.0,28
0,9600,0,7.0,3,65450.0,24
1,4500,2,3.0,2,55000.0,27
1,1000,3,0.0,0,27000.0,23
1,7075,3,3.0,2,62910.0,33
1,7000,1,6.0,3,55000.0,36
0,2000,2,4.0,2,40000.0,24
0,12000,2,1.0,3,40000.0,22
1,8000,1,3.0,3,28000.0,21
1,5500,0,2.0,3,36500.0,21
0,2500,0,6.08633190118,3,15600.0,23
0,5000,3,5.0,3,22000.0,21
0,21000,3,2.0,3,63500.0,33
0,4800,0,0.0,3,55000.0,37
1,5175,1,3.0,3,15000.0,23
1,15000,1,2.0,3,68962.0,36
0,2000,1,5.0,0,16800.0,22
1,20000,3,4.0,3,68400.0,24
1,5000,0,6.08633190118,3,40000.0,28
0,25000,2,6.0,3,160000.0,26
0,20000,1,9.0,3,78000.0,23
0,10625,1,5.0,3,39000.0,35
1,4800,1,4.0,3,38400.0,32
1,4000,1,5.0,0,68004.0,26
0,6000,0,1.0,3,51000.0,34
0,7050,0,4.0,0,42000.0,22
0,4000,0,5.0,0,51000.0,23
0,9000,0,5.0,3,36400.0,27
0,2500,0,9.0,0,42000.0,29
1,3600,0,1.0,3,60000.0,25
1,6000,1,4.0,3,81000.0,27
0,6500,2,12.0,2,62500.0,24
1,11000,0,22.0,3,21000.0,31
1,15000,5,0.0,3,180000.0,28
0,20000,6,0.0,0,76800.0,27
0,1000,2,2.0,3,7000.0,24
0,7500,3,2.0,0,71688.0,21
0,8700,0,3.0,2,65000.0,25
0,8800,3,14.0,3,46296.0,29
0,20000,3,4.0,0,75000.0,25
0,15000,3,1.0,1,65000.0,22
1,20000,3,3.0,3,71167.0,23
1,10000,1,1.0,0,36500.0,33
1,6000,0,0.0,3,23040.0,21
0,5000,0,19.0,0,54000.0,40
0,10000,2,6.0,0,300000.0,27
0,3500,2,27.0,0,36000.0,24
1,12000,2,2.0,0,170000.0,34
0,14000,0,14.0,0,47580.0,21
0,18200,1,4.0,3,36000.0,24
0,4000,1,6.0,0,60000.0,25
1,14500,3,11.0,0,89000.0,25
1,2000,1,2.0,3,32000.0,24
0,6800,4,7.0,3,80000.0,24
1,21000,2,6.0,2,68000.0,26
1,7000,3,0.0,3,38000.0,22
1,6000,0,4.0,3,40000.0,22
0,9000,1,0.0,3,52000.0,23
0,1200,1,1.0,0,40000.0,23
0,2400,1,4.0,3,70000.0,28
0,10000,2,0.0,0,60000.0,21
1,13000,1,9.0,0,68000.0,35
1,2000,3,2.0,3,33000.0,38
0,12000,0,7.0,0,51480.0,24
0,22000,1,11.0,0,90000.0,37
1,7750,1,9.0,3,112000.0,25
1,2100,4,18.0,3,60000.0,24
0,8000,1,2.0,3,60000.0,22
1,8000,0,2.0,3,42000.0,23
1,10000,2,4.0,3,33996.0,25
1,10000,0,16.0,0,58500.0,30
0,9000,2,3.0,3,36000.0,22
1,5600,2,0.0,3,39000.0,22
0,17000,0,16.0,0,135000.0,24
1,13000,3,1.0,1,57500.0,25
1,5000,0,5.0,0,42082.0,27
0,12000,1,15.0,2,49536.0,27
0,35000,3,10.0,0,350000.0,35
1,6000,0,0.0,3,35000.0,29
0,9500,0,4.0,0,100000.0,32
0,21000,1,17.0,3,110000.0,39
0,10000,0,5.0,3,55000.0,24
1,7000,1,19.0,0,69600.0,25
0,12000,2,5.0,3,65000.0,22
1,13200,3,0.0,3,60000.0,26
0,20000,1,5.0,0,100000.0,23
0,2000,1,2.0,3,75000.0,24
1,12000,0,6.0,3,36000.0,29
0,9500,0,12.0,0,48152.0,23
0,4500,0,4.0,3,32000.0,45
1,23500,1,6.08633190118,3,51600.0,34
0,4400,0,11.0,2,41520.0,25
0,13000,1,5.0,3,39000.0,22
1,2500,2,1.0,3,52180.0,24
0,10000,2,5.0,3,54996.0,24
0,5000,0,0.0,3,28140.0,29
1,4500,0,3.0,3,50000.0,22
1,18000,4,2.0,3,65000.0,26
1,2000,2,2.0,3,27600.0,23
0,8525,0,2.0,3,51600.0,62
1,3000,0,11.0,0,87000.0,28
0,12000,1,9.0,0,77000.0,40
1,5000,0,8.0,2,65000.0,27
0,3000,1,5.0,3,35000.0,22
0,6000,0,0.0,3,55182.4,40
0,2250,2,6.08633190118,0,17352.0,22
0,6075,0,3.0,0,37000.0,24
1,8000,3,4.0,3,19200.0,22
0,12000,0,1.0,0,100000.0,31
1,16000,5,4.0,0,85000.0,31
0,1500,0,1.0,3,33996.0,23
1,13000,3,14.0,3,28000.0,26
1,10000,0,4.0,3,40000.0,25
1,25000,4,4.0,3,55000.0,41
1,8000,2,7.0,2,34000.0,27
0,1000,0,12.0,0,42806.0,23
1,8525,2,29.0,3,110000.0,30
0,11500,0,5.0,3,62500.0,24
0,35000,3,7.0,0,100000.0,23
1,14500,1,0.0,0,45760.0,30
1,12000,0,5.0,0,69996.0,24
0,6000,2,11.0,3,29000.0,23
1,12000,0,6.08633190118,3,41830.08,32
0,5125,1,6.08633190118,2,50000.0,27
0,6625,0,1.0,0,64000.0,22
1,5000,0,25.0,2,36000.0,31
0,10000,1,7.0,2,35000.0,23
0,5000,1,3.0,3,65000.0,22
0,3600,1,0.0,3,40000.0,24
0,7500,1,11.0,0,79000.0,25
1,10000,2,15.0,3,30000.0,46
0,18500,1,4.0,3,34300.0,24
1,2500,3,2.0,3,18000.0,27
0,3000,1,23.0,0,54000.0,22
0,25000,1,9.0,0,93600.0,21
0,6000,1,1.0,3,112000.0,28
0,11425,1,8.0,0,57000.0,22
0,25000,1,11.0,3,48000.0,33
0,6800,0,5.0,3,70000.0,25
0,7000,0,11.0,3,52000.0,26
1,25000,3,1.0,0,64000.0,26
0,5000,0,2.0,0,62000.0,23
1,15000,0,11.0,1,70000.0,28
0,15000,1,19.0,3,42000.0,23
1,5600,2,1.0,0,85000.0,24
1,25000,3,3.0,3,90000.0,39
0,11300,1,7.0,0,36000.0,23
0,7200,0,32.0,0,29000.0,26
0,7000,3,6.0,0,37000.0,25
1,8000,2,7.0,0,99220.0,24
0,2500,2,6.0,0,55000.0,34
0,16000,1,1.0,3,75000.0,26
0,10000,1,10.0,3,56004.0,23
0,7000,0,0.0,3,97600.0,42
0,16725,1,5.0,0,69638.4,27
1,5000,3,5.0,0,95000.0,23
0,9000,0,4.0,0,81804.0,33
0,10000,0,9.0,3,52000.0,29
1,10000,2,17.0,0,60000.0,26
1,3000,0,6.08633190118,0,18000.0,47
0,10000,0,0.0,3,21120.0,32
0,15000,2,0.0,0,82000.0,28
1,3800,0,0.0,0,47000.0,29
0,8500,0,4.0,0,36500.0,33
0,15000,1,5.0,0,74000.0,32
0,5000,2,4.0,3,58000.0,23
1,1500,0,6.08633190118,3,45000.0,30
1,25000,3,15.0,3,72000.0,25
1,8000,6,0.0,3,30000.0,35
0,3975,1,5.0,0,35568.0,29
1,15250,2,6.0,0,55493.0,26
0,4000,0,2.0,0,51000.0,26
0,30000,3,3.0,3,160000.0,61
1,7500,3,17.0,0,145900.0,25
1,12000,1,3.0,2,30000.0,26
1,6000,1,11.0,0,45996.0,37
0,12000,0,4.0,0,113000.0,23
0,14500,2,8.0,3,90000.0,33
0,4500,2,6.0,3,41000.0,23
1,5000,1,0.0,3,16320.0,22
1,35000,1,6.0,0,110000.0,30
1,18000,3,13.0,2,60000.0,27
0,10000,3,16.0,3,75000.0,26
0,5000,0,5.0,3,27360.0,22
0,20000,0,11.0,3,58800.0,23
0,4375,0,7.0,0,17108.0,38
0,9000,0,3.0,3,50760.0,26
0,6000,1,2.0,0,60000.0,21
0,2500,1,5.0,3,44500.0,27
0,12000,0,5.0,0,80400.0,24
0,4000,1,5.0,0,37620.0,28
1,3000,1,1.0,3,18000.0,23
0,12000,0,7.0,0,30000.0,23
0,5000,1,18.0,0,70000.0,26
0,5500,2,5.0,3,24000.0,30
0,5400,0,7.0,0,75000.0,21
0,1200,4,9.0,2,30000.0,25
0,24000,0,3.0,0,153660.0,35
1,30000,3,6.0,0,120000.0,39
0,9000,0,6.0,3,56000.0,24
0,15000,2,6.0,0,48000.0,29
0,10000,2,4.0,3,70000.0,24
1,5000,2,34.0,0,47000.0,25
1,25000,5,5.0,0,75000.0,28
0,9000,0,7.0,0,125000.0,27
0,1000,0,5.0,3,45000.0,24
0,5500,1,1.0,3,30000.0,22
1,11000,2,5.0,2,100000.0,28
1,3600,1,0.0,2,70000.0,23
1,2400,2,1.0,3,21600.0,23
1,19400,2,3.0,0,70500.0,32
1,9250,3,10.0,3,38000.0,29
0,6000,0,6.0,0,100000.0,58
0,15000,2,23.0,3,45000.0,23
0,25000,3,0.0,3,90000.0,28
0,6000,0,1.0,0,54000.0,25
0,9000,1,8.0,3,36120.0,21
0,3200,1,2.0,3,12000.0,32
1,2000,1,5.0,3,32640.0,24
0,7500,2,6.08633190118,0,34400.0,27
0,8250,1,4.0,3,33000.0,21
1,10000,0,6.0,3,24000.0,22
0,12250,1,5.0,2,43200.0,28
1,4750,2,6.08633190118,2,10400.0,27
1,10000,1,6.0,3,68496.0,22
0,16000,2,16.0,0,106800.0,24
0,13000,1,4.0,0,87000.0,25
1,1000,2,0.0,3,18000.0,28
1,14400,0,4.0,0,59000.0,21
1,18300,1,5.0,0,74900.0,24
0,15000,1,1.0,3,100000.0,24
1,5000,2,0.0,3,42000.0,23
1,7000,1,19.0,0,73000.0,23
0,7500,1,0.0,3,36684.0,41
0,7500,0,4.0,3,34000.0,29
0,4000,3,2.0,0,143123.0,24
1,12000,1,0.0,0,35400.0,21
0,10000,0,6.0,0,108000.0,27
0,10000,3,1.0,3,36000.0,27
0,15000,1,4.0,3,75000.0,23
0,6000,0,1.0,3,50000.0,24
1,15250,3,3.0,0,60000.0,30
0,15000,2,1.0,3,47000.0,23
0,2200,1,11.0,0,50123.0,28
0,6500,1,3.0,0,95000.0,54
0,5750,2,3.0,3,85000.0,42
0,15000,0,12.0,0,85000.0,24
0,9000,0,2.0,3,62604.0,25
1,35000,4,14.0,3,270000.0,27
1,4200,1,5.0,0,33000.0,29
0,8000,0,0.0,3,90000.0,22
0,14400,1,18.0,0,180000.0,25
0,6000,1,2.0,0,60000.0,21
0,5000,2,4.0,0,85000.0,40
0,5000,3,0.0,3,21600.0,25
0,10000,0,5.0,0,54000.0,34
1,6000,2,11.0,0,66000.0,29
0,4250,1,7.0,3,50000.0,22
0,6650,1,2.0,3,56000.0,24
1,10000,3,2.0,3,45000.0,23
1,7000,2,2.0,3,38000.0,29
0,20000,1,1.0,0,145000.0,32
1,20000,1,0.0,3,240000.0,32
0,16000,3,19.0,3,65000.0,29
0,12025,1,3.0,0,80000.0,36
1,20000,4,4.0,3,62000.0,21
1,4000,3,5.0,0,30000.0,31
0,8000,0,24.0,0,57200.0,21
0,6200,0,14.0,0,65000.0,30
1,5000,1,4.0,3,32000.0,23
1,3000,2,2.0,3,36000.0,47
0,18500,2,2.0,3,55784.0,25
0,3500,2,2.0,0,125000.0,29
1,8800,0,16.0,0,60000.0,31
0,4200,2,6.0,3,30000.0,28
1,7000,1,12.0,3,37000.0,23
1,1400,0,6.08633190118,0,30108.0,29
1,8000,0,1.0,3,55000.0,22
1,5250,0,3.0,3,24000.0,23
0,6000,1,0.0,3,90000.0,30
0,18000,1,0.0,0,200000.0,24
1,1000,1,0.0,3,33600.0,54
0,14000,1,2.0,3,70000.0,25
1,25000,1,2.0,3,100000.0,25
0,9000,0,9.0,0,62000.0,29
0,10000,2,15.0,0,186480.0,28
0,6500,0,7.0,3,28000.0,26
1,7750,3,1.0,0,60000.0,45
0,9000,0,7.0,3,45000.0,22
1,11000,0,5.0,0,64800.0,24
1,2950,3,4.0,3,9600.0,26
1,2500,0,1.0,0,32000.0,25
1,15000,3,10.0,0,75000.0,25
0,1800,1,22.0,0,100000.0,35
1,5000,2,2.0,3,45000.0,22
0,6000,1,3.0,3,67000.0,27
0,15000,2,2.0,3,75000.0,27
0,20000,2,4.0,0,62000.0,29
1,1000,1,11.0,3,35000.0,25
0,9875,0,4.0,3,30000.0,22
1,8000,0,1.0,3,40000.0,30
1,13000,1,7.0,0,40000.0,23
0,12000,1,16.0,3,90000.0,22
1,10000,1,7.0,0,50004.0,35
0,25000,1,2.0,2,180000.0,26
1,10000,1,2.0,3,35000.0,27
0,10000,2,0.0,2,35000.0,29
0,8000,3,8.0,0,80000.0,23
0,13000,0,5.0,0,108000.0,26
0,5000,2,7.0,3,63000.0,23
1,7000,1,6.08633190118,3,22776.0,25
1,8500,3,4.0,3,36000.0,22
1,6250,0,7.0,0,43000.0,24
0,12000,1,5.0,0,85000.0,24
0,8000,2,22.0,0,55000.0,29
1,1000,2,6.08633190118,3,18408.0,51
0,11600,0,1.0,0,70000.0,40
1,2000,4,21.0,0,72000.0,39
0,10000,2,1.0,3,54000.0,24
1,4000,2,6.0,3,40000.0,30
0,15000,1,6.08633190118,2,45000.0,28
1,3000,2,0.0,3,42000.0,23
0,8000,2,12.0,3,41579.0,25
0,13600,0,0.0,0,101900.0,24
0,15000,3,5.0,3,59534.0,31
1,6500,2,9.0,0,55200.0,22
1,11400,1,6.08633190118,0,58800.0,29
0,6000,0,9.0,3,155000.0,30
0,8000,0,36.0,0,30000.0,25
1,1500,2,3.0,0,54000.0,36
0,20000,1,20.0,3,90000.0,26
0,3200,0,0.0,0,75000.0,23
1,2500,2,1.0,3,36000.0,31
0,4850,2,11.0,3,23000.0,22
1,3500,0,6.0,3,26400.0,21
1,25000,1,1.0,3,100000.0,25
0,12000,1,6.0,0,95004.0,56
1,7500,2,1.0,3,36000.0,35
1,25000,5,16.0,0,113000.0,26
0,10000,0,3.0,0,73000.0,24
0,12000,0,4.0,3,32000.0,24
0,4200,1,12.0,3,29000.0,26
0,7000,0,2.0,3,22884.0,26
0,8000,0,4.0,3,50000.0,23
0,7200,2,13.0,2,75000.0,26
0,3000,0,1.0,3,49800.0,22
1,7200,0,3.0,3,68000.0,23
1,9000,0,1.0,3,35000.0,29
0,6000,4,3.0,3,65100.0,22
1,10000,1,6.08633190118,0,70000.0,30
0,21000,1,4.0,0,100800.0,24
1,1000,1,6.08633190118,3,10500.0,23
0,3500,3,24.0,3,74004.0,26
0,35000,0,7.0,0,104000.0,29
1,12000,2,6.0,0,60000.0,22
1,4200,1,2.0,3,60000.0,23
0,3500,1,3.0,0,137000.0,26
0,2200,1,8.0,0,58788.0,35
0,5000,0,15.0,0,60000.0,26
1,10750,2,12.0,3,30067.2,21
1,13250,3,7.0,3,35000.0,31
0,3000,1,3.0,3,31200.0,22
1,18000,3,3.0,3,71000.0,25
1,35000,1,3.0,3,82000.0,65
0,13000,1,0.0,3,170000.0,26
1,25000,1,4.0,0,75000.0,26
0,14000,3,1.0,3,71700.0,24
0,5000,1,6.0,3,24000.0,29
1,4800,1,4.0,0,36000.0,23
1,3200,1,3.0,3,84000.0,23
1,12500,2,0.0,3,38000.0,24
0,4050,0,4.0,3,14400.0,24
0,2400,0,2.0,3,66000.0,22
0,6200,1,6.0,2,58000.0,31
0,12000,0,8.0,3,62000.0,23
1,7500,1,7.0,0,50000.0,25
1,2200,0,4.0,0,50000.0,24
0,5000,3,2.0,0,24000.0,23
0,1000,1,9.0,0,36000.0,22
1,5925,1,0.0,3,40000.0,25
1,7500,1,0.0,3,45000.0,34
0,5000,1,3.0,3,34900.0,24
0,2500,0,17.0,0,70000.0,56
0,4000,0,2.0,3,30000.0,24
1,6000,1,6.0,0,59000.0,23
0,4000,1,5.0,0,65000.0,23
0,10000,0,10.0,0,45992.0,23
0,4000,2,4.0,3,32640.0,25
0,6000,4,0.0,3,54000.0,26
0,8500,2,1.0,0,130000.0,30
0,5400,0,3.0,0,36000.0,26
1,12000,0,9.0,0,52000.0,24
0,9000,1,5.0,0,120000.0,29
0,10000,1,0.0,3,40000.0,28
0,7500,0,1.0,2,90000.0,27
0,11800,1,4.0,3,35000.0,22
0,5000,0,4.0,3,39000.0,22
1,18000,2,16.0,0,98260.0,27
0,10000,4,11.0,3,96000.0,26
0,25000,1,2.0,3,52000.0,22
0,2500,3,8.0,3,41500.0,22
0,6000,3,1.0,0,35000.0,24
0,5000,0,1.0,3,30000.0,28
1,3700,1,4.0,3,35000.0,31
0,8400,0,2.0,3,68000.0,24
1,5000,2,2.0,2,38000.0,23
0,6000,0,11.0,0,114000.0,40
0,3000,0,1.0,3,67500.0,26
0,25000,3,7.0,0,101000.0,22
1,25000,4,9.0,0,85000.0,24
0,5000,1,7.0,3,42000.0,27
1,4000,4,14.0,3,108000.0,32
1,1875,0,6.08633190118,3,15204.0,31
0,17600,0,9.0,0,108928.8,27
0,2500,0,0.0,2,42108.0,29
0,9500,2,33.0,2,74600.0,28
1,25000,4,2.0,3,108000.0,25
1,9000,0,8.0,3,30000.0,26
0,10000,0,13.0,0,100000.0,30
0,6000,2,5.0,0,44004.0,28
1,2400,1,11.0,0,72000.0,31
0,13200,1,2.0,3,46596.0,25
0,20000,2,0.0,3,99996.0,24
0,9800,3,12.0,0,54442.0,24
1,10000,2,9.0,0,47000.0,22
0,3000,2,0.0,3,25000.0,32
1,10000,0,0.0,0,135000.0,28
1,15000,1,11.0,1,72000.0,22
0,1800,1,0.0,3,24000.0,24
1,12000,1,1.0,3,70000.0,24
1,25000,1,14.0,3,200000.0,32
0,14000,0,25.0,3,55000.0,25
0,7800,2,18.0,0,300000.0,26
0,8000,2,1.0,3,52800.0,24
1,8250,2,6.0,3,76000.0,25
0,1700,1,12.0,2,34800.0,24
1,8500,2,40.0,0,59826.0,26
0,4000,1,9.0,0,69000.0,28
0,8000,2,3.0,3,30000.0,26
1,13000,1,2.0,3,76000.0,29
1,25000,6,1.0,0,60000.0,29
0,10000,0,18.0,0,88500.0,26
1,5500,2,2.0,3,60000.0,37
1,20000,2,4.0,2,45000.0,27
0,1200,0,1.0,2,24000.0,31
0,6000,1,0.0,2,38000.0,30
1,10000,0,6.0,3,29000.0,22
0,17500,0,3.0,0,152000.0,26
1,9450,0,2.0,3,33600.0,24
0,4400,1,7.0,0,37000.0,34
0,6250,1,2.0,0,37400.0,36
0,10000,0,5.0,0,90000.0,27
0,10000,1,1.0,3,89000.0,31
1,5000,3,4.0,3,18600.0,28
0,6000,1,2.0,3,45000.0,23
0,2500,2,4.0,3,42000.0,23
0,5000,2,8.0,0,95400.0,26
0,8000,2,5.0,3,31416.0,25
0,4200,2,0.0,3,21600.0,23
0,7200,1,1.0,3,40000.0,25
1,10750,1,11.0,2,49200.0,26
0,10000,1,7.0,0,88560.0,24
1,1400,0,8.0,0,28800.0,24
1,5200,0,0.0,0,75000.0,25
0,4550,2,4.0,3,20664.0,23
1,5000,2,7.0,3,44000.0,28
0,4800,0,6.08633190118,3,89000.0,26
1,2300,0,0.0,0,78000.0,24
1,5600,3,1.0,3,30000.0,21
1,12000,1,2.0,3,45000.0,44
0,2000,2,4.0,2,9000.0,23
0,9600,1,2.0,0,24000.0,28
1,3250,0,0.0,3,6000.0,29
1,10000,1,2.0,3,70000.0,22
0,14500,0,8.0,0,70572.0,23
0,2500,3,9.0,3,47004.0,26
1,5000,1,2.0,0,70000.0,33
0,12000,1,21.0,0,175000.0,34
0,5000,1,0.0,3,38000.0,29
1,15000,3,14.0,0,40000.0,22
0,15075,0,8.0,0,62000.0,22
0,24000,4,0.0,0,85000.0,28
0,14000,1,2.0,3,70000.0,25
0,7000,5,2.0,3,41000.0,22
1,8000,2,4.0,3,60000.0,22
0,2200,0,0.0,3,15000.0,25
1,7750,3,6.0,3,35000.0,23
1,7000,2,3.0,3,60000.0,45
0,9000,0,6.08633190118,0,66766.0,24
0,9000,2,4.0,3,45000.0,28
1,6000,1,8.0,0,82000.0,23
0,32000,4,26.0,0,68000.0,35
0,4000,2,2.0,3,43000.0,41
1,20000,3,8.0,0,85000.0,25
0,16000,2,14.0,0,89000.0,22
1,14300,2,5.0,3,30000.0,32
0,2500,1,0.0,3,22000.0,24
1,3500,1,2.0,2,25788.36,22
0,6000,0,0.0,3,100000.0,25
0,2000,2,1.0,3,26496.0,23
1,6000,1,7.0,3,68065.44,26
0,5000,1,7.0,3,99996.0,28
0,4100,0,3.0,0,147000.0,26
0,10000,2,2.0,3,70000.0,28
0,14000,3,1.0,3,40000.0,39
1,3000,0,4.0,3,50000.0,23
0,24000,6,28.0,0,119450.0,27
0,8900,1,3.0,3,116400.0,31
1,6000,0,1.0,3,51000.0,29
0,17000,1,5.0,0,63834.24,26
0,13000,2,3.0,2,67000.0,24
0,5500,3,2.0,0,99670.0,23
1,8000,1,1.0,3,60000.0,25
1,35000,2,11.0,0,120000.0,31
1,20000,1,0.0,3,43000.0,45
0,4500,3,2.0,3,49200.0,27
0,10500,0,19.0,0,70000.0,42
1,12000,3,4.0,2,70000.0,25
0,12000,2,2.0,3,136000.0,26
1,5600,2,12.0,3,30000.0,25
1,2500,3,0.0,0,32000.0,23
1,15000,1,0.0,3,36021.96,22
1,7600,2,3.0,3,45000.0,25
0,15000,2,14.0,3,60000.0,23
1,20000,2,0.0,0,96000.0,35
0,7200,1,1.0,3,65000.0,29
0,7500,1,8.0,0,45000.0,31
0,9000,2,3.0,3,47000.0,27
0,8000,2,3.0,0,42252.0,24
1,18250,4,6.08633190118,0,48000.0,24
0,4750,2,2.0,0,19200.0,30
0,5500,1,4.0,3,60000.0,29
1,20000,1,10.0,3,40000.0,25
1,7000,1,3.0,3,62500.0,29
1,10000,1,3.0,3,30000.0,23
1,23000,0,12.0,0,98000.0,27
0,8325,3,3.0,0,33000.0,23
1,30000,3,4.0,0,125000.0,30
0,8000,0,5.0,0,90000.0,26
0,11000,0,4.0,2,45000.0,24
0,14000,3,9.0,3,73000.0,35
1,2000,2,4.0,3,50004.0,36
0,10000,0,11.0,0,96060.0,23
0,14000,0,2.0,2,40000.0,33
0,5000,1,5.0,0,47000.0,31
1,8400,2,5.0,0,94000.0,44
0,14625,2,5.0,0,80000.0,25
1,2600,0,6.0,0,63000.0,34
1,1200,0,4.0,3,19200.0,35
0,11000,0,3.0,3,56000.0,23
0,6000,0,6.0,3,49000.0,23
1,24000,4,3.0,3,68250.0,22
0,18000,2,0.0,0,100000.0,28
0,5000,1,6.08633190118,2,18000.0,21
1,4800,0,0.0,3,27996.0,33
0,7000,1,1.0,3,190000.0,29
0,6500,1,7.0,0,48000.0,22
1,11200,0,3.0,1,25000.0,32
0,4500,2,24.0,0,115200.0,26
1,1500,2,3.0,2,48000.0,30
1,5550,1,5.0,3,31000.0,22
0,10000,1,13.0,3,56253.0,27
1,4725,2,0.0,3,19800.0,26
1,24000,4,2.0,0,150000.0,29
1,8000,2,5.0,3,50000.0,23
0,3700,0,2.0,3,75000.0,23
1,6825,0,0.0,0,42000.0,27
1,21000,1,6.0,3,78000.0,31
0,10000,1,6.08633190118,2,20856.0,24
0,12000,0,1.0,0,100000.0,31
1,6000,1,14.0,3,27000.0,25
0,15000,2,1.0,0,85000.0,26
1,10000,1,17.0,3,62000.0,26
1,8000,1,0.0,3,21340.0,35
0,15000,1,13.0,3,33800.0,21
0,12000,1,2.0,3,77000.0,26
0,10800,1,1.0,0,65000.0,23
0,2000,3,1.0,0,65707.0,25
1,10000,3,21.0,2,120000.0,36
1,8000,2,10.0,3,58000.0,24
1,10000,2,1.0,2,34800.0,28
0,7000,2,20.0,0,92000.0,23
1,15600,1,7.0,3,48000.0,36
1,7000,1,2.0,2,24000.0,21
1,12000,0,3.0,2,75000.0,29
1,6000,3,2.0,0,34000.0,25
0,3500,3,2.0,3,62400.0,25
0,7000,0,13.0,0,75000.0,24
0,16000,1,11.0,2,600000.0,37
1,11500,3,5.0,3,25200.0,28
0,12000,2,20.0,2,110000.0,30
0,17500,1,3.0,0,78948.0,26
0,7000,0,1.0,3,36000.0,24
0,17500,2,8.0,0,58000.0,25
0,4000,1,1.0,3,21864.0,29
0,6400,0,2.0,3,30000.0,23
0,14400,0,0.0,0,135000.0,28
1,2500,2,4.0,3,21996.0,29
0,7000,0,3.0,3,40000.0,24
1,5000,3,6.0,2,33000.0,31
0,2500,2,11.0,0,50000.0,25
0,6000,0,7.0,3,57006.0,31
1,10500,1,0.0,0,79000.0,27
0,6725,1,6.08633190118,3,29000.0,37
0,3800,0,1.0,3,55000.0,23
0,5000,0,9.0,0,60000.0,27
1,10000,2,5.0,3,40000.0,26
0,7000,2,2.0,3,45000.0,43
0,6000,0,2.0,3,54000.0,29
1,4000,2,2.0,3,48000.0,24
1,10000,0,2.0,3,80000.0,22
0,5800,1,3.0,3,36000.0,27
1,2250,3,3.0,0,27600.0,30
1,6000,3,1.0,3,31200.0,21
1,3625,1,1.0,3,24000.0,26
1,5000,1,2.0,2,88900.0,26
0,12000,0,7.0,0,100000.0,34
1,1700,0,6.08633190118,0,37800.0,34
1,13000,0,3.0,0,37000.0,30
1,5000,0,2.0,3,14400.0,23
1,9000,0,6.08633190118,0,200000.0,31
0,11000,2,3.0,0,75000.0,23
0,25000,5,10.0,3,114000.0,37
1,20000,2,0.0,3,54912.0,24
1,25000,0,5.0,0,90111.0,30
0,10000,0,5.0,3,100000.0,24
0,7200,0,3.0,2,62000.0,39
1,15000,5,15.0,3,67000.0,28
0,4500,2,0.0,3,18204.0,25
0,10000,0,4.0,0,50000.0,29
0,11000,1,2.0,2,45843.2,23
0,9000,2,0.0,0,55000.0,32
1,10500,0,5.0,3,40500.0,21
0,20000,1,3.0,0,60000.0,26
0,20000,1,18.0,0,80000.0,37
1,7500,1,9.0,3,40000.0,23
1,11200,2,6.0,3,63800.0,22
0,10000,0,3.0,0,75000.0,55
0,6400,0,8.0,0,100000.0,33
1,8400,0,1.0,3,36000.0,23
1,15000,3,12.0,0,73700.0,23
0,3000,3,2.0,3,46750.0,30
0,25000,1,7.0,0,80000.0,31
0,10000,2,11.0,2,65000.0,23
0,7500,1,8.0,0,85000.0,27
1,2400,4,15.0,0,41760.0,21
1,9000,3,0.0,3,60000.0,43
0,15000,0,5.0,0,40000.0,24
0,5000,1,11.0,3,100000.0,27
0,7000,0,0.0,3,43000.0,41
1,9750,3,4.0,3,21600.0,28
1,25000,3,15.0,0,81000.0,22
0,14000,0,7.0,0,98000.0,26
1,5000,3,2.0,3,30000.0,21
1,16000,3,2.0,3,95000.0,31
0,5000,0,4.0,2,60000.0,24
0,6800,2,5.0,0,60635.0,22
0,7500,0,1.0,0,31200.0,27
0,6000,3,4.0,3,38000.0,37
0,10000,2,2.0,3,65000.0,25
0,10000,0,6.08633190118,0,57600.0,23
0,25000,1,0.0,0,145000.0,29
0,30000,1,7.0,0,110000.0,41
0,14300,1,3.0,2,44390.0,23
1,2000,2,10.0,0,33000.0,21
1,2000,0,16.0,2,51996.0,35
0,7000,2,2.0,3,57996.0,48
1,16500,0,2.0,3,63504.0,25
0,6000,1,1.0,3,43000.0,29
1,8500,2,6.08633190118,3,27050.0,28
1,7000,0,0.0,3,15090.0,22
1,5000,0,6.08633190118,3,15000.0,31
0,15000,2,1.0,0,124800.0,28
1,9500,5,0.0,3,23040.0,24
1,2400,1,5.0,2,48000.0,23
0,1000,3,2.0,3,16000.0,21
1,5000,0,1.0,0,52500.0,23
1,8000,3,18.0,3,25000.0,33
1,14800,3,8.0,0,60000.0,29
